期号,红球1,红球2,红球3,红球4,红球5,红球6,蓝球,奖池奖金,一等奖注数,一等奖奖金,二等奖注数,二等奖奖金,总投注额,开奖日期
26005,1,20,22,27,30,33,10,2821524165,4,10000000,66,400264,387903486,2026/1/11
26004,3,7,8,9,18,32,10,2782271788,4,8704419,128,144703,361167416,2026/1/8
26003,5,6,9,21,28,30,16,2761523177,3,10000000,130,190247,352267432,2026/1/6
26002,1,5,7,18,30,32,2,2717326577,12,6797096,119,226524,377330734,2026/1/4
26001,2,6,11,12,13,33,15,2718022399,4,9520395,154,146766,348080190,2026/1/1
25151,8,9,14,22,28,30,4,2688298050,6,7732391,125,163943,369383528,2025/12/30
25150,6,13,17,19,24,31,8,2673213583,7,7756937,208,115976,388447078,2025/12/28
25149,1,2,4,6,22,30,10,2655142533,13,6418616,130,177327,355328424,2025/12/25
25148,3,4,9,10,15,22,16,2669426999,8,7480485,139,178452,353582370,2025/12/23
25147,1,3,5,8,22,33,8,2654856315,21,5719540,118,160067,392695744,2025/12/21
25146,5,7,12,24,26,28,2,2718302859,9,7076977,192,121697,365633358,2025/12/18
25145,11,12,15,18,25,32,14,2711897665,15,6220919,89,257216,356306424,2025/12/16
25144,1,8,15,20,26,33,13,2736534730,18,6211544,180,151443,379272340,2025/12/14
25143,2,9,12,13,15,24,3,2766563293,7,8038443,81,328226,357498010,2025/12/11
25142,2,13,15,23,27,31,16,2743073255,3,10000000,79,317297,353205678,2025/12/9
25141,2,4,5,10,12,13,6,2697873796,10,7082448,112,232416,390055596,2025/12/7
25140,1,3,4,12,18,24,5,2690606470,4,9980899,126,197654,362437084,2025/12/4
25139,2,5,17,22,30,33,6,2655816573,3,10000000,142,154433,358264332,2025/12/2
25138,10,13,14,23,24,27,15,2620027948,2,10000000,78,326226,396317254,2025/11/30
25137,2,8,11,23,27,29,5,2563690940,12,6227322,114,161489,364942202,2025/11/27
25136,8,10,14,23,28,32,12,2583189299,43,5467124,101,248593,361034006,2025/11/25
25135,1,2,5,9,25,32,10,2742951835,7,7811499,104,236544,400247838,2025/11/23
25134,3,5,9,13,26,29,12,2723830474,12,6386866,123,169130,374640566,2025/11/20
25133,5,14,17,19,20,33,7,2738063876,21,5571098,148,101292,363914948,2025/11/18
25132,4,8,10,21,23,32,11,2810082951,8,7322334,135,172024,409235610,2025/11/16
25131,3,13,14,18,24,31,3,2798991596,8,7835944,98,289382,385122072,2025/11/13
25130,1,5,8,14,19,23,6,2776600809,14,5638811,183,61088,377466594,2025/11/11
25129,3,4,7,13,20,30,3,2822006563,16,6390891,194,143390,403899176,2025/11/9
25128,2,10,18,19,24,27,1,2840807340,7,6365206,142,84123,371066844,2025/11/6
25127,3,9,15,17,19,28,3,2849527123,8,6934963,128,151169,360915142,2025/11/4
25126,2,12,13,16,19,25,10,2846957929,7,8140985,100,274836,399441700,2025/11/2
25125,3,9,12,13,26,32,9,2821493961,17,5742924,248,63657,358732158,2025/10/30
25124,1,2,18,19,21,33,13,2871762236,14,6708770,154,194178,354991248,2025/10/28
25123,7,9,23,24,25,26,10,2875974569,11,6848170,166,153086,386747886,2025/10/26
25122,16,18,19,20,25,31,13,2875067397,6,8503343,151,174007,363694232,2025/10/23
25121,6,8,10,25,29,30,8,2847262236,13,5876512,174,81858,354466956,2025/10/21
25120,1,2,4,7,13,32,7,2880926922,1,10000000,47,508032,385873150,2025/10/19
25119,6,9,23,26,28,32,11,2819294293,11,6119693,564,27297,364080712,2025/10/16
25118,1,10,11,16,24,26,3,2840423562,6,8065036,80,287347,357347556,2025/10/14
25117,6,8,17,20,25,33,10,2819850462,9,7503776,177,159138,389301568,2025/10/12
25116,2,4,8,24,28,31,9,2802882002,3,7424040,62,146615,363037044,2025/10/9
25115,2,3,8,19,24,30,2,2797883669,39,5465649,604,37583,330722178,2025/10/7
25114,1,20,21,25,26,27,10,2942942799,7,7433630,87,244761,306235982,2025/10/5
25113,8,10,13,15,24,31,16,2931095408,4,10000000,122,242380,376311750,2025/9/30
25112,3,9,11,13,20,32,2,2882384020,4,10000000,118,213163,398243350,2025/9/28
25111,9,14,18,28,31,33,12,2846924292,4,9473106,67,333813,366420958,2025/9/25
25110,1,5,11,14,16,19,8,2817720121,6,7963794,67,331768,364932922,2025/9/23
25109,5,6,9,17,18,31,3,2798817511,12,6182854,190,93383,398851460,2025/9/21
25108,1,9,14,17,22,33,7,2819783316,5,8303235,129,160040,359262232,2025/9/18
25107,2,3,10,15,25,33,13,2799363828,3,10000000,144,173697,352042890,2025/9/16
25106,4,5,17,22,26,30,4,2754326369,8,7761349,265,104201,383828310,2025/9/14
25105,4,7,18,24,26,28,8,2733576679,5,7802184,160,109460,357186846,2025/9/11
25104,2,5,15,16,24,32,16,2720046642,2,10000000,138,204798,348590986,2025/9/9
25103,13,16,21,25,28,31,16,2655260007,3,10000000,116,282173,385480320,2025/9/7
25102,4,9,16,17,18,31,7,2587063782,12,5969509,136,106931,351383918,2025/9/4
25101,5,8,9,10,16,21,5,2615069983,5,8116321,107,182028,350895240,2025/9/2
25100,12,16,17,25,30,31,16,2597220563,11,7099632,107,269812,383791808,2025/8/31
25099,9,11,15,17,22,26,14,2588706689,2,10000000,155,193182,353036232,2025/8/28
25098,5,8,13,17,18,29,2,2518876889,22,5510882,269,52227,348777356,2025/8/26
25097,3,5,16,23,26,31,14,2597968523,2,10000000,178,161344,380958632,2025/8/24
25096,7,9,11,12,16,29,15,2531810580,1,10000000,165,148472,350353036,2025/8/21
25095,15,16,22,23,26,32,4,2468316703,8,7368773,78,303688,347483168,2025/8/19
25094,11,13,17,19,23,29,16,2456203693,8,7778083,196,141738,378464962,2025/8/17
25093,9,11,12,24,25,26,10,2435085847,12,6161412,136,128096,356349402,2025/8/14
25092,2,11,14,17,23,24,12,2456759248,7,7508266,110,199521,350909082,2025/8/12
25091,3,4,17,19,25,27,14,2443475122,8,7525259,114,221513,381527438,2025/8/10
25090,6,11,12,21,27,28,15,2427919422,51,5406061,197,131403,358843770,2025/8/7
25089,4,6,8,18,31,33,5,2625969286,5,8555036,82,270963,346126366,2025/8/5
25088,1,3,13,18,21,25,6,2602087534,4,10000000,68,404098,378870024,2025/8/3
25087,2,6,14,15,24,26,8,2559651509,3,9688475,105,167445,350994188,2025/7/31
25086,2,6,8,10,17,24,6,2535971590,16,5994098,118,168491,345276906,2025/7/29
25085,11,14,15,18,21,24,13,2572231246,17,6339546,93,306079,373432674,2025/7/27
25084,6,8,10,14,24,33,15,2594607446,6,8609555,120,225597,350903250,2025/7/24
25083,10,15,16,17,27,29,12,2565049782,8,7106890,145,145302,352801672,2025/7/22
25082,4,6,9,14,32,33,11,2558698192,4,9506526,120,187771,378156970,2025/7/20
25081,3,6,18,20,23,28,5,2529126398,6,8415835,149,171938,353894972,2025/7/17
25080,3,7,8,10,16,19,5,2502765112,13,6390774,180,125556,350614738,2025/7/15
25079,8,11,14,15,30,32,5,2518044933,6,8447936,107,241677,380647944,2025/7/13
25078,6,15,17,30,32,33,14,2491153983,0,0,111,237198,350559496,2025/7/10
25077,4,7,8,15,20,21,15,2412167034,9,7448353,153,180025,354913968,2025/7/8
25076,2,6,9,12,14,30,8,2396570293,4,7403293,189,63579,380376886,2025/7/6
25075,10,12,14,19,20,21,15,2390134063,12,6293619,175,110881,356433094,2025/7/3
25074,3,4,12,20,32,33,13,2407444608,5,9211242,78,337439,357617458,2025/7/1
25073,2,7,10,27,30,33,11,2374540018,19,5914846,164,132485,388648778,2025/6/29
25072,2,14,17,25,27,29,5,2421739287,8,7489467,121,205741,359396990,2025/6/26
25071,1,12,18,23,25,28,7,2406971013,3,10000000,110,196923,357410052,2025/6/24
25070,2,3,15,21,22,33,6,2371986371,5,8940684,219,112462,388014508,2025/6/22
25069,2,4,19,23,27,30,5,2342801953,3,10000000,93,293223,367456356,2025/6/19
25068,5,7,8,19,20,31,7,2290992555,24,5500308,291,51578,356576372,2025/6/17
25067,1,5,10,17,20,22,5,2377972199,13,6200625,157,124268,389127714,2025/6/15
25066,6,22,24,27,28,30,4,2400049823,10,6441022,94,191625,366359214,2025/6/12
25065,6,10,13,14,15,20,11,2410421705,4,8851267,106,181663,357848508,2025/6/10
25064,2,10,13,22,29,33,16,2388057766,10,7204019,133,207144,389225746,2025/6/8
25063,2,19,21,22,28,30,1,2377447244,12,7110664,77,411168,366105242,2025/6/5
25062,6,8,9,13,25,31,14,2367795314,6,8384899,115,220754,353685018,2025/6/3
25061,6,7,9,10,11,32,9,2341944468,6,7568637,134,143766,366761624,2025/6/1
25060,6,14,18,25,28,30,1,2329561958,2,10000000,149,186489,358070626,2025/5/29
25059,4,10,11,12,13,24,1,2266201070,4,9759733,220,108175,357078086,2025/5/27
25058,2,6,7,9,10,20,6,2233844001,10,6759537,225,97752,393500536,2025/5/25
25057,4,9,15,16,25,30,14,2235456730,22,5814433,869,25773,362960216,2025/5/22
25056,1,2,10,14,28,31,3,2296183528,7,7790128,81,301402,366700300,2025/5/20
25055,2,5,22,27,29,33,12,2277473550,3,10000000,67,411621,396605082,2025/5/18
25054,5,7,10,21,24,27,16,2224737559,1,10000000,176,163217,374131396,2025/5/15
25053,6,9,10,13,30,33,7,2148558912,5,8240120,100,202507,367998390,2025/5/13
25052,6,7,10,17,20,26,9,2129007256,27,5520724,161,109158,390015600,2025/5/11
25051,1,2,3,4,17,22,1,2225343467,12,6678989,194,129818,365959336,2025/5/8
25050,9,12,15,18,22,33,16,2229936825,15,6373049,140,183890,366315720,2025/5/6
25049,3,6,19,27,29,33,11,2248298531,10,6194553,130,114860,359533236,2025/5/4
25048,16,21,22,23,27,31,10,2265448315,1,10000000,57,376639,326832578,2025/5/1
25047,1,14,21,22,23,31,12,2211042881,4,10000000,174,152770,364051920,2025/4/29
25046,2,3,10,16,29,33,1,2171296641,6,9453057,77,433739,399679256,2025/4/27
25045,2,14,19,24,29,33,13,2127821193,1,10000000,68,439210,373242104,2025/4/24
25044,2,3,7,8,14,28,11,2048222162,11,6794761,123,200633,373270898,2025/4/22
25043,3,12,16,19,20,32,13,2048930620,8,7088604,133,157037,409814910,2025/4/20
25042,7,13,19,23,27,33,12,2042981318,4,10000000,169,158989,385795918,2025/4/17
25041,6,10,17,19,25,31,6,2002373802,8,6972893,114,173060,377141604,2025/4/15
25040,2,6,8,9,10,24,11,1998970150,34,5493186,170,123296,399308858,2025/4/13
25039,8,10,12,15,17,23,11,2122857171,5,8314352,111,186618,381434232,2025/4/10
25038,6,19,20,23,26,33,9,2102284821,7,6616319,119,118847,378571560,2025/4/8
25037,3,6,11,20,21,31,2,2106170670,10,7139219,160,167126,406066676,2025/4/6
25036,5,11,13,16,19,32,7,2097342123,3,10000000,82,269951,372292440,2025/4/3
25035,1,8,16,18,25,31,1,2060934078,6,8732214,141,198522,375726786,2025/4/1
25034,5,8,13,14,24,26,12,2029352539,8,7066451,163,126776,400660020,2025/3/30
25033,3,5,18,25,26,33,8,2023890601,11,6214385,101,165324,379779720,2025/3/27
25032,3,8,10,14,16,21,3,2042155440,6,7944765,227,97294,374535064,2025/3/25
25031,1,5,6,8,23,28,1,2023566815,18,6040821,186,125905,419594048,2025/3/23
25030,4,6,7,30,31,33,6,2062046163,5,9287344,113,237131,395500258,2025/3/20
25029,5,15,16,25,30,33,16,2028095174,11,7159104,146,203340,393060268,2025/3/18
25028,4,9,14,15,18,25,15,2017782256,1,10000000,154,193255,417970572,2025/3/16
25027,5,7,8,15,16,23,6,1938498165,13,6419699,211,109337,394720204,2025/3/13
25026,9,10,12,14,19,32,7,1952743893,7,7683139,66,355719,392951650,2025/3/11
25025,12,15,21,23,25,30,2,1936093458,6,8975261,91,327631,429174194,2025/3/9
25024,10,11,22,27,30,32,15,1900501646,6,8868303,169,171670,390568100,2025/3/6
25023,9,12,13,24,25,33,7,1866674645,11,6103914,169,89815,386827864,2025/3/4
25022,11,17,18,20,28,30,10,1888281245,4,10000000,80,372332,439339144,2025/3/2
25021,7,8,16,18,25,32,14,1838921415,21,6057831,226,122867,406699544,2025/2/27
25020,4,11,13,16,26,30,15,1882831619,11,6958943,317,84969,397475096,2025/2/25
25019,5,13,17,18,22,23,11,1878573590,5,9446148,168,165407,426478858,2025/2/23
25018,3,9,18,21,28,29,11,1842439055,14,6438850,149,168992,389691430,2025/2/20
25017,4,12,15,18,28,29,5,1857043294,4,10000000,115,226470,385907866,2025/2/18
25016,2,3,12,16,20,29,14,1818910823,7,8917598,162,211598,422332862,2025/2/16
25015,4,11,15,24,25,33,15,1778497050,25,5807839,344,73386,381850646,2025/2/13
25014,6,7,9,13,21,27,5,1847958110,10,6143205,111,128739,376048608,2025/2/11
25013,4,14,16,23,24,30,14,1866519971,8,7973397,124,239790,400862420,2025/2/9
25012,7,11,13,18,27,31,11,1841105218,6,8641191,132,206885,384392632,2025/2/6
25011,6,13,17,22,24,29,11,1811025553,6,9443761,202,164991,460490078,2025/1/26
25010,4,6,7,16,17,21,8,1767703481,38,5347610,129,127996,385376562,2025/1/23
25009,2,4,11,12,23,25,6,1921378198,14,6272287,334,66661,375791606,2025/1/21
25008,9,14,16,17,25,33,11,1942395126,2,10000000,155,216873,419205612,2025/1/19
25007,7,8,14,18,21,27,11,1861548871,3,10000000,113,197325,388819806,2025/1/16
25006,1,7,8,17,20,22,6,1824655469,16,6058887,328,64566,388340672,2025/1/14
25005,10,16,19,27,28,30,9,1858064417,13,5996460,139,116492,424386010,2025/1/12
25004,3,7,17,27,29,32,4,1887440945,9,6908281,118,181933,391221400,2025/1/9
25003,10,19,20,26,28,29,15,1885210987,7,8424488,135,221957,396515706,2025/1/7
25002,9,12,13,15,22,26,11,1854289576,2,10000000,116,233876,439670530,2025/1/5
25001,2,3,17,18,22,33,16,1792900594,108,5234395,204,155114,404437376,2025/1/2
24151,5,10,16,19,29,32,4,2263285189,14,6744515,193,158181,428356574,2024/12/31
24150,13,14,20,22,26,32,2,2266121359,5,10000000,63,512774,434694410,2024/12/29
24149,3,9,16,17,18,22,16,2219207042,6,8684808,133,207789,411127632,2024/12/26
24148,2,6,15,16,21,23,11,2188407705,7,8367239,85,346627,412346050,2024/12/24
24147,5,11,13,16,21,30,10,2158588347,6,8463788,120,216486,438660552,2024/12/22
24146,2,4,11,22,27,32,10,2131435845,24,5730487,359,61043,413166618,2024/12/19
24145,1,3,16,22,23,30,3,2203223647,11,6873666,121,212916,451419346,2024/12/17
24144,2,9,11,17,20,30,11,2201545229,17,6315172,315,88721,491869822,2024/12/15
24143,2,5,11,22,30,33,10,2225060896,8,7936178,226,129919,463226948,2024/12/12
24142,4,6,13,21,22,25,6,2200464970,14,5840382,178,82621,441190576,2024/12/10
24141,1,2,7,15,24,29,12,2238110251,20,6385169,188,184198,481535824,2024/12/8
24140,4,7,8,17,22,26,15,2261925902,5,9931134,180,171219,459136590,2024/12/5
24139,15,16,20,22,23,29,14,2219122799,11,7433686,97,344981,456605906,2024/12/3
24138,2,7,11,21,27,28,2,2200503777,20,6031367,307,83987,491074898,2024/12/1
24137,4,9,10,19,26,27,12,2243778557,70,5291924,855,29875,446966366,2024/11/28
24136,3,11,15,21,25,26,3,2537583064,8,7126819,131,162352,429233698,2024/11/26
24135,5,11,17,18,30,31,13,2530793029,19,6358348,256,126018,465732500,2024/11/24
24134,2,4,13,16,18,20,16,2554819300,2,10000000,103,347603,439880754,2024/11/21
24133,1,11,15,27,30,33,1,2467409931,22,6215178,128,261073,432267736,2024/11/19
24132,1,4,25,27,28,33,3,2503891643,6,9262921,87,367493,471463176,2024/11/17
24131,4,5,11,15,20,32,13,2463553435,15,6477046,236,117350,435463406,2024/11/14
24130,1,8,12,17,19,24,16,2477625267,9,8258734,135,271561,439889754,2024/11/12
24129,9,10,13,19,24,32,1,2441971585,16,6564961,120,260826,479114118,2024/11/10
24128,1,8,13,18,20,26,16,2453113294,2,10000000,118,275714,445426800,2024/11/7
24127,2,5,13,20,27,32,10,2375510386,5,10000000,165,200294,438566712,2024/11/5
24126,14,18,23,24,26,33,10,2326364768,8,7899383,69,420200,473613616,2024/11/3
24125,1,4,13,18,26,30,3,2302578322,9,7049350,419,55024,351905686,2024/10/31
24124,2,14,15,17,25,30,11,2296856893,4,8675507,80,229719,346613892,2024/10/29
24123,2,15,22,26,30,33,4,2276426310,7,7811149,84,292828,375813786,2024/10/27
24122,5,7,9,16,17,29,15,2257311684,10,6842408,228,101009,352551896,2024/10/24
24121,1,7,10,13,27,33,3,2256645443,12,6509256,68,332924,341159894,2024/10/22
24120,1,5,7,11,18,19,7,2266839986,15,5809161,183,82905,364140764,2024/10/20
24119,2,9,26,27,31,32,14,2308462079,4,10000000,72,421211,343140726,2024/10/17
24118,2,3,4,6,11,15,14,2257480299,5,9295085,64,419441,342882326,2024/10/15
24117,3,12,14,16,29,32,12,2223422878,4,9643552,113,205466,376451952,2024/10/13
24116,1,15,20,22,31,32,3,2192343800,2,10000000,66,377266,352746618,2024/10/10
24115,3,10,11,19,27,28,7,2137644946,29,5193979,178,39504,341744330,2024/10/8
24114,7,11,18,24,27,32,4,2267175046,6,8359466,250,100783,354097454,2024/10/6
24113,4,5,23,24,26,31,11,2241743848,1,10000000,65,352996,377101508,2024/9/29
24112,8,11,16,25,29,32,3,2182909574,9,6945481,163,134274,348744958,2024/9/26
24111,1,4,11,12,22,30,16,2179758898,11,6770241,178,136746,339434250,2024/9/24
24110,4,13,17,23,25,33,14,2181209099,4,10000000,69,376070,368550846,2024/9/22
24109,3,4,24,28,29,33,9,2143362495,9,6920631,72,300098,343699030,2024/9/19
24108,1,8,9,23,24,30,8,2140826873,8,6743322,139,125418,323582976,2024/9/17
24107,1,6,8,13,17,19,9,2142473782,18,5505283,90,126320,354933898,2024/9/15
24106,3,8,11,22,31,33,4,2207462227,11,6945786,208,128627,347018184,2024/9/12
24105,2,5,17,19,29,33,4,2203602195,6,7983113,62,360860,342083742,2024/9/10
24104,5,16,23,24,26,29,4,2184380821,10,6546611,206,93847,373660982,2024/9/8
24103,12,21,23,27,32,33,15,2191849007,8,7570038,115,223481,346931426,2024/9/5
24102,9,15,18,21,22,25,1,2175308161,5,8500888,197,111068,344796788,2024/9/3
24101,8,12,15,17,19,30,8,2152170943,11,6191911,103,159114,374345806,2024/9/1
24100,13,14,19,20,27,30,5,2171115625,3,10000000,79,279912,348781408,2024/8/29
24099,4,12,17,24,26,27,16,2134776394,9,7097651,92,256506,344108040,2024/8/27
24098,3,8,10,20,30,31,2,2127859521,9,7358066,171,155135,381156802,2024/8/25
24097,4,10,12,13,18,30,3,2114497370,3,10000000,40,661419,354395754,2024/8/22
24096,2,4,14,18,23,27,13,2065127017,4,10000000,203,125916,352522568,2024/8/20
24095,4,6,9,14,16,21,3,2028443682,17,5582857,199,62239,385134230,2024/8/18
24094,6,13,17,22,25,27,9,2086195097,57,5000000,273,6000,350072302,2024/8/15
24093,1,5,7,11,12,15,12,2371195097,4,10000000,148,170570,348127806,2024/8/13
24092,3,8,11,12,18,29,5,2335461640,14,6068073,234,79877,370253242,2024/8/11
24091,13,15,16,19,20,24,10,2364340809,2,10000000,88,317304,356693206,2024/8/8
24090,7,11,17,24,31,32,12,2300572454,7,7608042,85,268474,350631612,2024/8/6
24089,3,6,9,15,18,31,1,2285367632,12,6626327,166,146957,380044140,2024/8/4
24088,3,8,10,17,30,32,10,2291698840,3,10000000,135,157988,354401976,2024/8/1
24087,3,9,18,19,20,26,11,2257713590,59,5228549,131,128667,346836290,2024/7/30
24086,17,19,20,23,25,31,2,2515631484,3,10000000,61,341471,369996636,2024/7/28
24085,1,5,15,21,23,27,15,2483142282,5,9820923,106,284252,345948072,2024/7/25
24084,1,8,10,13,19,29,13,2441854586,5,9498987,98,286925,347931710,2024/7/23
24083,3,9,14,29,32,33,15,2404993508,8,7801042,101,277330,378567992,2024/7/21
24082,1,2,13,16,17,29,16,2383370581,3,10000000,89,276317,350123408,2024/7/18
24081,1,6,12,17,23,25,4,2339593701,11,6976154,501,54235,351219750,2024/7/16
24080,6,11,12,27,29,30,13,2334815017,9,7278585,197,130122,375983952,2024/7/14
24079,2,3,6,7,16,26,4,2323420019,10,6615076,324,62310,351442404,2024/7/11
24078,5,9,14,21,22,26,12,2329005428,17,5673644,171,83713,342123330,2024/7/9
24077,1,4,6,14,17,22,8,2382512560,5,7552556,92,173407,369020954,2024/7/7
24076,3,22,24,27,29,32,15,2372414911,2,10000000,80,329957,348856354,2024/7/4
24075,3,5,8,18,22,28,1,2313225143,18,5938531,320,65990,345694980,2024/7/2
24074,7,8,10,22,24,32,7,2356767829,5,7000481,90,138922,375016018,2024/6/30
24073,3,9,12,18,28,30,1,2354261205,4,9082052,288,70868,351823400,2024/6/27
24072,1,14,20,21,23,27,6,2329358625,0,0,96,261609,342963952,2024/6/25
24071,2,8,19,28,30,31,14,2254015200,11,7052822,130,217125,377739850,2024/6/23
24070,4,13,18,20,22,28,5,2246917307,8,7511573,95,264376,355743106,2024/6/20
24069,6,13,20,21,24,32,6,2231662700,12,6305244,121,161807,349312006,2024/6/18
24068,1,2,7,19,20,21,1,2248589639,25,5502857,190,82706,382798116,2024/6/16
24067,1,11,13,17,25,29,3,2339018162,7,7877684,100,251797,359572106,2024/6/13
24066,8,9,12,22,26,32,13,2318622744,16,6258377,168,149806,348630430,2024/6/11
24065,3,5,9,10,19,22,14,2343254145,10,7097933,236,111119,373231796,2024/6/9
24064,6,8,17,18,28,30,5,2335560971,21,5627014,277,59419,365056746,2024/6/6
24063,7,14,16,23,28,32,4,2404350858,10,6922247,245,98073,362508790,2024/6/4
24062,1,7,10,16,18,27,16,2401489046,5,9564773,90,316998,390275626,2024/6/2
24061,1,9,18,22,25,28,2,2363723406,4,10000000,143,179800,364421040,2024/5/30
24060,1,2,6,10,22,28,15,2326589163,9,7094190,122,193111,358843202,2024/5/28
24059,1,3,14,25,31,33,7,2319757937,6,8225609,137,176584,390426128,2024/5/26
24058,8,12,13,17,27,29,13,2296535377,2,10000000,84,303075,369285740,2024/5/23
24057,3,8,17,18,23,31,8,2240160236,18,5596329,384,34941,365625592,2024/5/21
